,tweet,id,lang,score,topic
13065,<MENTION> The way vegans be obsessed with “meat alternatives” confuses me.,1.511355942088061e+18,en,0.74871826171875,Vegetarian and vegan diets should be discouraged
15473,<MENTION> <MENTION> <MENTION> Vegetarian diet is different from vegan.,1.5112657411018015e+18,en,0.7484453916549683,Vegetarian and vegan diets should be discouraged
15887,Tell me why being #vegetarian and #vegan are only acceptable when it’s for “health reasons”?,1.5105594786929132e+18,en,0.748107373714447,Vegetarian and vegan diets should be discouraged
15631,<MENTION> Are you vegan or vegetarian ???,1.511015763758379e+18,en,0.7468656301498413,Vegetarian and vegan diets should be discouraged
1907,"Every day I come closer to accepting that eating meat is hypocritical to most peoples moral stances, and that I should just stop being lazy and go vegan.",1.5114364564845527e+18,en,0.7468571662902832,Vegetarian and vegan diets should be discouraged
15727,"<MENTION> <MENTION> Don’t eat animals, birds, fish and eggs. Promote vegetarian and vegan meals.",1.5107865478173245e+18,en,0.7459264993667603,Vegetarian and vegan diets should be discouraged
13060,Vegan alternatives to meat does not make sense to me.,1.5113794091184046e+18,en,0.7453835606575012,Vegetarian and vegan diets should be discouraged
16141,<MENTION> <MENTION> ive been saying for years that vegan diets would be difficult without modern logistics or cost prohibitive.,1.5104201597223076e+18,en,0.7453314661979675,Vegetarian and vegan diets should be discouraged
15168,"If you can’t afford the high price of ethically raised/farmed free range or grass fed cheese/eggs/fish or meat then go vegetarian. The vegan obsession with making animal’s lives so much better than your own or other humans is misplaced, inhumane and ridiculous!",1.5116898787313132e+18,en,0.7449063062667847,Vegetarian and vegan diets should be discouraged
25565,<MENTION> Great reason to switch to vegetarian.,1.5119106063071683e+18,en,0.7447277903556824,Vegetarian and vegan diets should be discouraged
15736,<MENTION> LOL. What’s wrong with being with someone whom is vegetarian or vegan?,1.51077097400576e+18,en,0.744498610496521,Vegetarian and vegan diets should be discouraged
13066,"The argument that “If you’re vegan you shouldn’t want to eat anything that looks like meat” is ignorant. 

Some people like meat but are trying to make diet changes, can’t eat it due to health reasons or simply just want to try alternatives. Why is that so problematic for you?",1.5113551046115082e+18,en,0.7436040043830872,Vegetarian and vegan diets should be discouraged
15926,Never went Vegan or Vegetarian,1.510439895193555e+18,en,0.7434488534927368,Vegetarian and vegan diets should be discouraged
15132,vegan and vegetarian are 2 different things...?,1.5117432024783421e+18,en,0.7431467771530151,Vegetarian and vegan diets should be discouraged
16006,<MENTION> Vegan diets are extreme but its a moral position rather than a dietary one. Clearly it is morally wrong to kill animals for food and the level of cruelty involved is unsupportable. We should learn to only eat a little meat and fish and avoid the large animals as much as possible,1.511978806730494e+18,en,0.7425012588500977,Vegetarian and vegan diets should be discouraged
15176,"<MENTION> <MENTION> <MENTION> <MENTION> Vegan and vegetarian are different, get your facts right.",1.5116638682457743e+18,en,0.7414138317108154,Vegetarian and vegan diets should be discouraged
15617,<MENTION> <MENTION> Iam not a vegan I'm pure non vegetarian but this act is a piece of stupidity,1.5110294899496796e+18,en,0.7413108348846436,Vegetarian and vegan diets should be discouraged
15765,<MENTION> No. Vegetarian is fine. Vegans generally try to turn you vegan or make cooking so difficult that it’s easier to be vegan.,1.5107153431104922e+18,en,0.7402936220169067,Vegetarian and vegan diets should be discouraged
15166,"<MENTION> If you can’t afford the high price of ethically raised/farmed free range or grass fed cheese/eggs/fish or meat then go vegetarian. The vegan obsession with making animal’s lives so much better than your own or other humans is misplaced, inhumane and ridiculous!",1.5116922987314872e+18,en,0.7401708364486694,Vegetarian and vegan diets should be discouraged
15753,<MENTION> <MENTION> Health becomes an idol. The disgust/disdain for people who aren't vegan/vegetarian is not helpful in encouraging people to pick up a plant-based lifestyle.,1.5107448608688906e+18,en,0.7394689917564392,Vegetarian and vegan diets should be discouraged
2036,"<MENTION> <MENTION> <MENTION> I'm not saying being a vegan is bad, far from it, I just don't like it when people try to shame others into switching to their diets. We do need to eat less meat, but we need to stop bullying and shaming other people who eat it.",1.5113724647895982e+18,en,0.7380406856536865,Vegetarian and vegan diets should be discouraged
26517,"Whilst I have zero issues with those who choose to be vegan, I can’t stand the ones that preach. Don’t get on your soapbox about food when you don’t follow the same approaches in all other areas like clothing for example. Just be the best you you can be and let others do the same",1.5119605162893025e+18,en,0.7379845976829529,Vegetarian and vegan diets should be discouraged
15342,"Vegan and vegetarian are different and I'm getting sick of people being ignorant. 
VEGETARIAN IS NOT VEGAN",1.51141573671927e+18,en,0.7378727197647095,Vegetarian and vegan diets should be discouraged
2176,"<MENTION> Why can't vegans just stay away from meat? You say you do t eat meat, but you won't stop coming up with countless meat imitations. Just eat your lettuce and cabbage in peace.",1.511284901227778e+18,en,0.7376571297645569,Vegetarian and vegan diets should be discouraged
25518,Ya know what… maybe being vegetarian isn’t such a bad idea…,1.51192134802876e+18,en,0.7375940680503845,Vegetarian and vegan diets should be discouraged
15296,Thinking of going vegetarian &amp; vegan for a the next two months…,1.5114567397401764e+18,en,0.736886739730835,Vegetarian and vegan diets should be discouraged
1561,"<MENTION> think its more to try stop people eating meat, make people who arent too sure flip over vegan",1.5117165456716145e+18,en,0.7363017201423645,Vegetarian and vegan diets should be discouraged
1804,please stop eating vegan meats it’s worse than meat…,1.5115249969165926e+18,en,0.7360198497772217,Vegetarian and vegan diets should be discouraged
25962,<MENTION> Vegetarian? Absolutely not,1.5118120886452756e+18,en,0.7345767021179199,Vegetarian and vegan diets should be discouraged
31599,"<MENTION> <MENTION> <MENTION> And plant based food doesn’t have to be healthy. Vegans can and want to enjoy delicious desserts too. If you don’t want to eat it, then don’t!",1.510321083047727e+18,en,0.7342792749404907,Vegetarian and vegan diets should be discouraged
15348,<MENTION> <MENTION> <MENTION> <MENTION> Vegan is not vegetarian.  You could also say the same for people who eat meat.,1.511413769729192e+18,en,0.7342531681060791,Vegetarian and vegan diets should be discouraged
16065,<MENTION> <MENTION> Saving animals isn’t the only reason people have vegan diets. #fuckpeta,1.5113973741108756e+18,en,0.7341402769088745,Vegetarian and vegan diets should be discouraged
26583,<MENTION> <MENTION> Referring animal exploitation as a diet choice is not very vegan after all,1.5119551000252006e+18,en,0.7333886027336121,Vegetarian and vegan diets should be discouraged
15549,<MENTION> Vegetarian working on becoming vegan,1.51111592290338e+18,en,0.7327648401260376,Vegetarian and vegan diets should be discouraged
20860,"<MENTION> <MENTION> Not to mention that veganism is actually not ""healthier"" (unbalanced diet) and many products are produced under unethical means
If you don't grow your own produce, you aren't better than the meat eaters in any way",1.5115523422770586e+18,en,0.7324570417404175,Vegetarian and vegan diets should be discouraged
16037,"<MENTION> Agree, but again this has nothing to do w/ veganism. If vegan diets fall short, the goal shouldn't be to dismiss them, but to find solutions, like cultured meat/dairy. And can still adopt other vegan practices like cruelty-free cosmetics, boycotting the circus, etc.",1.511721090137088e+18,en,0.7323874235153198,Vegetarian and vegan diets should be discouraged
15822,Vegetarian but going vegan in like 6mo the or 1 year,1.5106607953566597e+18,en,0.731817364692688,Vegetarian and vegan diets should be discouraged
15567,<MENTION> Only vegetarian?  Weren't we supposed to be vegan last week?,1.5110890753354056e+18,en,0.7318110466003418,Vegetarian and vegan diets should be discouraged
15021,"<MENTION> <MENTION> Legit life changing stuff and I’m not a vegan. Hell, I’m not even a vegetarian.",1.511878919338672e+18,en,0.7317137122154236,Vegetarian and vegan diets should be discouraged
15632,<MENTION> <MENTION> Right....friend of mine was ordered to eat a steak by his doc.....vegetarian is not everyones ticket. His gf is fine with a vegan diet.,1.5110139206681068e+18,en,0.7312413454055786,Vegetarian and vegan diets should be discouraged
15265,<MENTION> But that was a very long time ago and back then there weren't nearly enough (affordable) vegan/vegetarian options available. These days it's more a matter of being mindful of what we eat and how our bodies respond to it.,1.5114952537480643e+18,en,0.7310090661048889,Vegetarian and vegan diets should be discouraged
15577,<MENTION> Been wanting to try vegan or vegetarian options so this prolly is my opportunity to lol,1.5110708943194563e+18,en,0.7309583425521851,Vegetarian and vegan diets should be discouraged
15978,<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> Not likely to become a vegetarian - but we are reducing animal proteins in our diets.,1.5103713544780063e+18,en,0.7308782339096069,Vegetarian and vegan diets should be discouraged
15056,"<MENTION> <MENTION> <MENTION> humans fair better eating nutrient dense meat and that’s the reason why we should, But how? make sure they are not tortured. But even if that personally doesn’t make you feel ok, then adopt the vegan/vegetarian lifestyle and god bless ✌️.",1.5118291324930826e+18,en,0.7304054498672485,Vegetarian and vegan diets should be discouraged
15388,<MENTION> <MENTION> <MENTION> I went vegetarian/vegan in 2001 and it was one of the best decisions I ever made.,1.5113809369271624e+18,en,0.7303341031074524,Vegetarian and vegan diets should be discouraged
15247,Does anybody else’s parents not let them be vegan/vegetarian.? They force me to eat meat and stuff I don’t even like,1.5115286704013804e+18,en,0.7301363945007324,Vegetarian and vegan diets should be discouraged
20665,"<MENTION> <MENTION> <MENTION> <MENTION> Ethical veganism is a lot more than just a dietary choice. Google it, then argue with yourself.",1.5117405187361792e+18,en,0.7293843626976013,Vegetarian and vegan diets should be discouraged
15372,<MENTION> That’s because veganism isn’t natural. Vegetarian ? I’m all for it but VEGAN? Agenda,1.5113923138089329e+18,en,0.7293511629104614,Vegetarian and vegan diets should be discouraged
15458,"<MENTION> <MENTION> Out of curiosity, are you vegetarian or vegan?",1.5113105518462034e+18,en,0.729164719581604,Vegetarian and vegan diets should be discouraged
2044,<MENTION> <MENTION> some vegans like the taste of meat but they stop consuming it bc of the animals,1.5113684104410808e+18,en,0.728596568107605,Vegetarian and vegan diets should be discouraged
15396,"I understand wanting to be vegan or vegetarian,but keep it to ya self",1.5113736404865024e+18,en,0.7281787991523743,Vegetarian and vegan diets should be discouraged
1928,<MENTION> <MENTION> <MENTION> I will stop eating meat when the other animal stops eating meat. This holier than thou attitude vegans have towards those who do not share their same highly privileged lifestyle is ridiculous.,1.5114229327985623e+18,en,0.7274950742721558,Vegetarian and vegan diets should be discouraged
15666,hoping to get people to go vegetarian/vegan,1.5109503109105664e+18,en,0.7273451089859009,Vegetarian and vegan diets should be discouraged
15066,"<MENTION> this is an aspect that gets missed in a lot of vegan discourse. There are tons of illnesses that require really specific diets as well as sensory issues, taste issues, etc. Not everyone can or should be vegan or even vegetarian, and that's okay!",1.51181770036813e+18,en,0.7272542119026184,Vegetarian and vegan diets should be discouraged
30631,"<MENTION> <MENTION> <MENTION> Well, I'm not a vegan. I guess I've done a plant-based diet for the past ~24 hrs mostly for health reasons but also because I'm concerned for the planet and think if we don't make an effort to eat more veggies a lot of people are going to go hungry. I don't feel attacked.",1.5102648158764646e+18,en,0.7270786762237549,Vegetarian and vegan diets should be discouraged
16899,<MENTION> Buy fruits and vegetables,1.511308532326482e+18,en,0.7008683681488037,We should subsidize fruits and vegetables
17102,<MENTION> Fruits and vegetables only,1.5110417754520125e+18,en,0.672795295715332,We should subsidize fruits and vegetables
16524,<MENTION> A healthy spread of fruits and vegetables,1.5117075249065e+18,en,0.6720759272575378,We should subsidize fruits and vegetables
16484,need to start spending more time and money on luxury fruits and vegetables,1.5117385476943626e+18,en,0.6644675135612488,We should subsidize fruits and vegetables
17009,<MENTION> <MENTION> I think vegetables and fruits one  should always buy from the local vendor,1.5111607641485517e+18,en,0.6572399139404297,We should subsidize fruits and vegetables
16512,<MENTION> Do you understand how our fruits and vegetables get to stores?,1.511719029710504e+18,en,0.655029296875,We should subsidize fruits and vegetables
16874,<MENTION> Eat more fruits and leafy vegetables,1.5113411712972104e+18,en,0.6525529623031616,We should subsidize fruits and vegetables
17002,<MENTION> More fruits and vegetables 🙂,1.5111709081820078e+18,en,0.6496458053588867,We should subsidize fruits and vegetables
16875,<MENTION> I need vegetables and fruits,1.511340863506772e+18,en,0.6453989744186401,We should subsidize fruits and vegetables
16657,<MENTION> Fruits &amp; vegetables.,1.5115402275376128e+18,en,0.6312872171401978,We should subsidize fruits and vegetables
16421,Fruits or vegetables? And why,1.5117869710138204e+18,en,0.6303080320358276,We should subsidize fruits and vegetables
16780,<MENTION> Fruits and vegetables 😩,1.511417303832871e+18,en,0.6282756328582764,We should subsidize fruits and vegetables
16936,<MENTION> Please check prices for fruits and vegetables 😋,1.5112624848538952e+18,en,0.6241193413734436,We should subsidize fruits and vegetables
16630,let's go back to mixing fruits and vegetables plss,1.511584804508033e+18,en,0.622611939907074,We should subsidize fruits and vegetables
16507,<MENTION> What about your fruits and vegetables? Lol,1.51172289471121e+18,en,0.6214947700500488,We should subsidize fruits and vegetables
16239,"Because the government spends $38 billion each year to subsidize the meat and dairy industries, but only 0.04% of that to subsidize fruits and vegetables!!",1.5115143864684257e+18,en,0.6159688234329224,We should subsidize fruits and vegetables
17020,<MENTION> you like vegetables more than fruits,1.5111534248297144e+18,en,0.6134487390518188,We should subsidize fruits and vegetables
24041,"<MENTION> We should all be concerned that fruit, vegetable and herb growers and mid and small farms do not get anywhere near enough subsidies if any. That fruit stands and open air markets don’t exist in impoverished neighborhoods and rural and don’t get subsidies",1.51104702390195e+18,en,0.6117878556251526,We should subsidize fruits and vegetables
10020,"<MENTION> Absolutely, we are lucky enough to be able to grow a few vegetables-reduces the Carbon footprint of a small portion of our food, we try and support local food producers-every little bit helps because collectively we can make a difference",1.5117273389579796e+18,en,0.6091899871826172,We should subsidize fruits and vegetables
16424,i need an abundance of fruits and vegetables NOWWWWW,1.5117821500639846e+18,en,0.6090717911720276,We should subsidize fruits and vegetables
16353,i wanna grow my own fruits n vegetables when i get my own place,1.5118693684724122e+18,en,0.6059540510177612,We should subsidize fruits and vegetables
17164,<MENTION> What are fruits and vegetables?,1.5109921015966106e+18,en,0.6047809720039368,We should subsidize fruits and vegetables
17039,<MENTION> Or we could all just eat vegetables and fruits lol grow them ourselves for free and no one starves or goes bankrupt 🧐,1.511130832576172e+18,en,0.6025934219360352,We should subsidize fruits and vegetables
16845,Fruits vegetables and seafood,1.5113648273016996e+18,en,0.6017596125602722,We should subsidize fruits and vegetables
16691,The satisfaction I get from growing my own fruits and vegetables is unmatched.,1.5115115489418568e+18,en,0.601632833480835,We should subsidize fruits and vegetables
16394,"<MENTION> Fruits are S while any and all vegetables are F 

You can't change my mind",1.511827030471594e+18,en,0.6015046238899231,We should subsidize fruits and vegetables
17068,if fruits are fruity are vegetables vegetably,1.511078699919024e+18,en,0.5999650955200195,We should subsidize fruits and vegetables
23916,I think that we should all eat vegetables because they are healthy for us.,1.5098922838098698e+18,en,0.5975462198257446,We should subsidize fruits and vegetables
17026,<MENTION> So you will pick our fruits and vegetables in the fields?,1.5111487259760026e+18,en,0.5965768098831177,We should subsidize fruits and vegetables
16760,<MENTION> Organic fruits and vegetables affordable,1.5114441110978437e+18,en,0.5962164998054504,We should subsidize fruits and vegetables
16751,<MENTION> Okay but vegetables suck and fruits are better.,1.5114522381825556e+18,en,0.5952330827713013,We should subsidize fruits and vegetables
17092,"<MENTION> The government should buy all vegetables, grains, fruits from farmers directly to benefit them and then deliver it to people dth at reasonable prices and should get taxation benefits in favour of public with fair means....",1.511051552219603e+18,en,0.5931025743484497,We should subsidize fruits and vegetables
23927,i mean come on fruits and vegetables should be free. the government will shame families who buy foods contain sugar but healthy alternatives are always so much more expensive,1.5095605810570404e+18,en,0.591625452041626,We should subsidize fruits and vegetables
16816,Why is it that we're allowed to deskin vegetables and fruits but not people?,1.511386794742399e+18,en,0.589906632900238,We should subsidize fruits and vegetables
23889,<MENTION> And prevent pest and disease problems we don’t plant too closely together only just so the vegetables are protected from the direct sun and will have enough water from the wood chips that holds water to be able to allow healthy fruit and vegetables to grow nicely,1.5106105977208668e+18,en,0.5895161628723145,We should subsidize fruits and vegetables
16901,<MENTION> Bro...you buy 3 kind of fruits. Half a kilo of vegetables and one lettuce,1.5113050247224156e+18,en,0.5888062715530396,We should subsidize fruits and vegetables
16534,"Do you ever wish you could eat more fruits and vegetables, but don't know where to start?

Let us tell you how!",1.5116930492938568e+18,en,0.5887417793273926,We should subsidize fruits and vegetables
17390,<MENTION> <MENTION> <MENTION> better use home products ... natural vegetable n fruits are wnough for healthy life,1.5094195371117978e+18,en,0.5860743522644043,We should subsidize fruits and vegetables
17168,"<MENTION> Vegetables and fruits are beyond poor's reach, take stern action plz",1.510988731599233e+18,en,0.5858312845230103,We should subsidize fruits and vegetables
22058,<MENTION> Actually a lot of the fruit and vegetable production depends on large scale government funded water reservoir and irrigation systems. Plus those growers are also eligible for crop and revenue insurance programs. 😉,1.5118178314024223e+18,en,0.5857059359550476,We should subsidize fruits and vegetables
17005,<MENTION> <MENTION> Where much of your fruits and vegetables come from.,1.5111653511065477e+18,en,0.5851606130599976,We should subsidize fruits and vegetables
16658,<MENTION> Try FreshThyme Market for fruits &amp; vegetables. Great quality and great prices!,1.5115399343767388e+18,en,0.5800780057907104,We should subsidize fruits and vegetables
16581,<MENTION> I know this tweet is not about fruits and vegetables. 🤣🤣🤣,1.5116544299588526e+18,en,0.5800375938415527,We should subsidize fruits and vegetables
16771,"<MENTION> vegetables are better than fruits, and apples and bananas are the worst fruits",1.511424314041639e+18,en,0.5785341262817383,We should subsidize fruits and vegetables
24184,Fruit trees and vegetable plants everywhere,1.5095855037750845e+18,en,0.5766141414642334,We should subsidize fruits and vegetables
17105,<MENTION> WEF should try and focus on reducing the price of fruits and vegetables forget about lab made meat,1.5110388743735624e+18,en,0.5760772228240967,We should subsidize fruits and vegetables
16747,5 portion of fruits and vegetables daily,1.5114535024716145e+18,en,0.575488269329071,We should subsidize fruits and vegetables
16949,<MENTION> Just eat some fruits n vegetables,1.5112459702557368e+18,en,0.5752606391906738,We should subsidize fruits and vegetables
17340,"Let’s include fruit and vegetable farmers in the fuel subsidy program in order to keep food prices affordable. 

Gov’t can also  shoulder the cost of transportation or deliver locally-grown fruits and veggies to the markets themselves. This way, we cut dependence on middlemen.",1.510885280546693e+18,en,0.5741603374481201,We should subsidize fruits and vegetables
16939,<MENTION> I eat fruits and vegetables,1.5112585334377472e+18,en,0.5736901760101318,We should subsidize fruits and vegetables
17089,i wanna learn how to grow fruits &amp; vegetables,1.5110553547335107e+18,en,0.5736418962478638,We should subsidize fruits and vegetables
16679,"<MENTION> Plenty of fruits and vegetables to choose from.

Who knows… It needn’t be organic.",1.511516926123643e+18,en,0.5735830664634705,We should subsidize fruits and vegetables
29324,"<MENTION> Fruits, veggies, and legumes:)",1.5102579647955436e+18,en,0.5735646486282349,We should subsidize fruits and vegetables
17210,"I know it can be more easier for many people to start eating more fruits than vegetables.

However, it is also very expedient to eat various forms of vegetables especially for their varying pigmentations (colours) which interpretes to a host of antioxidants and phytochemicals",1.5109436030860452e+18,en,0.5732907652854919,We should subsidize fruits and vegetables
23891,"<MENTION> Vegetables are healthy, right?",1.5105945584925614e+18,en,0.5719650983810425,We should subsidize fruits and vegetables
16495,Cuttin up tomatoes fruits n vegetables and potatoes,1.5117325695823176e+18,en,0.5710462927818298,We should subsidize fruits and vegetables
19876,"Why are we forced to buy food in so much packaging?

I'd be absolutely fine buying all my fruit and vegetables loose and I'd say most others would be the same.

Gov and Green Party won't take on the source of the pollution because it's big business, rather punish end users.",1.5112651226096763e+18,en,0.570965588092804,We should subsidize fruits and vegetables
10651,"It's absolute bullshit that we subsidize this many industries with our tax dollars and products are still this expensive. Government subsidies should make food, gas,etc. affordable or the industries that profit shouldn't get them.",1.5118618495574548e+18,en,0.5699144601821899,We should subsidize fruits and vegetables
17345,<MENTION> i dont like fruits too mid + vegetable better,1.510733412725936e+18,en,0.5688754320144653,We should subsidize fruits and vegetables
16777,"<MENTION> Eat plenty of fruits and vegetables
<MENTION> <MENTION>",1.5114190767945318e+18,en,0.5677777528762817,We should subsidize fruits and vegetables
16546,What's the difference between fruits and vegetables,1.5116823756416123e+18,en,0.5651134252548218,We should subsidize fruits and vegetables
2265,"<MENTION> It would also be nice if our government could begin subsidizing more sustainable options (like plant based meat) vs things like beef

but... i digress",1.5117880364383027e+18,en,0.5648980736732483,We should subsidize fruits and vegetables
16292,my new hobby is planting fruits and vegetables 👩‍🌾⛅️🍊🫐🥕🌿🦋,1.5119422249463357e+18,en,0.5642927289009094,We should subsidize fruits and vegetables
16493,"<MENTION> UP, fruits vegetables Mandi has maximum aadti/middleman..now they sell as such to M vendors at Lil less rates",1.511733184685572e+18,en,0.564265251159668,We should subsidize fruits and vegetables
16595,"<MENTION> <MENTION> Oh wow, I've had students do a similar project with other objects, but I never thought about using fruits and vegetables.What a great idea!",1.511632156698755e+18,en,0.5631669163703918,We should subsidize fruits and vegetables
21542,Sometimes I think too hard about vegetables and how each vegetable grows and how much land they need to grow the vegetables,1.511936227380904e+18,en,0.5623171329498291,We should subsidize fruits and vegetables
2296,. <MENTION> please subsidize green grapes,1.509700711998763e+18,en,0.5618926286697388,We should subsidize fruits and vegetables
29270,<MENTION> Leafy is no problem. Root vegetables as well as legumes are problems for me.,1.510577565626364e+18,en,0.561697244644165,We should subsidize fruits and vegetables
16244,Vegetables are better than fruits and if you say otherwise you shall be banished and left to fight amongst the others in the wilds you animal.,1.5120106074735575e+18,en,0.5592516660690308,We should subsidize fruits and vegetables
17163,"<MENTION> <MENTION> Let's be practical crop diversification , new varieties of grains , fruits , vegetables , nuts  , better seeds ,  storage ,  improved farming technologies , processing , exports , distribution are all needed .",1.5109939737660252e+18,en,0.5592204332351685,We should subsidize fruits and vegetables
13740,"<MENTION> <MENTION> <MENTION> In order to keep feeding everyone we can’t remove entire food groups. And something will need to be less expensive. So I suggest to put subsidies on plant based and remove them from animal ag, then ppl will eat more plant based 🤷🏻‍♂️",1.5117896879579668e+18,en,0.5578983426094055,We should subsidize fruits and vegetables
8144,"<MENTION> Add vegetables to most of your foods, máa fi Ejo pami😩... Na you dey look for cheap healthy food",1.5114412453941125e+18,en,0.5575629472732544,We should subsidize fruits and vegetables
29541,"Nuts, vegetables, fruit, and legumes",1.5091426531027886e+18,en,0.5572350025177002,We should subsidize fruits and vegetables
16364,<MENTION> Can someone tell Dr stink-nugget that the cost of vegetables is directly proportionate to the income our farmers make.  No one bitches about paying more for fresh fruits/vegetables.  Maybe crack down on corporate greed instead.,1.5118550733237985e+18,en,0.5563969612121582,We should subsidize fruits and vegetables
14911,"From a definitional standpoint, the transfer of subsidized food is the same as consumption support and standard consumption expenditures based on poverty estimates should make this adjustment to be more appropriate. 7/n",1.5117690125601792e+18,en,0.5563560724258423,We should subsidize fruits and vegetables
16718,"<MENTION> chicken, rice, potato's, fruits and vegetables get me buy just fine 😀",1.5114872475262075e+18,en,0.5556577444076538,We should subsidize fruits and vegetables
17075,I really want to plant fruits and vegetables 🥺. They be over processing shit fr,1.5110684412765594e+18,en,0.5542634725570679,We should subsidize fruits and vegetables
16699,I don’t like fruits and vegetables in general,1.5115038627708068e+18,en,0.5531047582626343,We should subsidize fruits and vegetables
17354,"<MENTION> Man, why are there so many fruits on a vegetable tier list",1.5104432797032284e+18,en,0.5530438423156738,We should subsidize fruits and vegetables
16584,"<MENTION> <MENTION> Instead of fruits, focus on vegetables, low carb, moderate protein and high fat.",1.5116474737726792e+18,en,0.5522434115409851,We should subsidize fruits and vegetables
16950,<MENTION> Can go with vegetables but fruits can u prescribe in certain not a fan of all 🤦,1.5112452685487882e+18,en,0.5521560311317444,We should subsidize fruits and vegetables
24831,"<MENTION> <MENTION> <MENTION> <MENTION> We don't need exotic fruit from faraway places. We also don't need to eat strawberries at Christmas, or asparagus. Let's grow what we eat and eat what we grow.",1.5119882264954962e+18,en,0.5512011051177979,We should subsidize fruits and vegetables
2268,<MENTION> The U.S. could start with no longer subsidizing meat and dairy. That would be a move in the right direction. And also start subsidizing mobile farmers markets with organic produce in food deserts! 🥕 🥬 🍅,1.5100744547931054e+18,en,0.5510737895965576,We should subsidize fruits and vegetables
16558,"<MENTION> <MENTION> <MENTION> <MENTION> Are we assuming poor people don't need fruits and vegetables? It's all inter-connected. You increase fuel prices, rates of 10-15 other things increase",1.5116748123593196e+18,en,0.550278902053833,We should subsidize fruits and vegetables
29826,"<MENTION> <MENTION> <MENTION> <MENTION> As many farmers are being engaged with cultivation of such fruit raw material like pineapples, Jackfruits,bananas, mangoes,orange, litchi and many like local fruits it's need to be kept in good conditions before going to market.",1.5113666632574812e+18,en,0.5496071577072144,We should subsidize fruits and vegetables
24156,"<MENTION> This is v useful. There should be an app listing the ideal characteristics of each vegetable/fruit for people like me.
Only thing I seem to remember is the bhendi’s tail should snap and not be flexible.",1.5098622526560092e+18,en,0.5493274331092834,We should subsidize fruits and vegetables
16325,<MENTION> fruits or vegetables? #EAJCARCRASH,1.5119031811559465e+18,en,0.5488536357879639,We should subsidize fruits and vegetables
17034,"<MENTION> fruits: banana, pineapple, strawberry, and tomato
vegetables: broccoli and lettuce",1.5111381641775718e+18,en,0.5483446717262268,We should subsidize fruits and vegetables
14470,"<MENTION> <MENTION> Yeah, that's fair enough.

I still think if you'd invested as much money and effort into basically normalising a handful of plant based meals, you'd have more people open to it. Rather than just carrying on pretty much as you were.",1.5114241713430282e+18,en,0.5474773645401001,We should subsidize fruits and vegetables
17306,<MENTION> Why are their fruits on a vegetable list,1.5117704364424643e+18,en,0.546958327293396,We should subsidize fruits and vegetables
16371,<MENTION> <MENTION> So you go out and pick our fruits and vegetables in the fields,1.5118492232469504e+18,en,0.5464086532592773,We should subsidize fruits and vegetables
16835,"<MENTION> <MENTION> Oh man, where do I begin?  Well, adults can probably talk to kids about apples and grapes and figs and other fruits.  Most vegetables are probably okay too . . . this might take a while . . .",1.5113718623741624e+18,en,0.5452283620834351,We should subsidize fruits and vegetables
16717,<MENTION> as a person who does not like vegetables and fruits this is a very hard question for me to answer,1.5114882115157565e+18,en,0.5428993105888367,We should subsidize fruits and vegetables
16582,"<MENTION> <MENTION> I think you should be advising her to do both, fruits and vegetables, not telling her to drop fruits for vegetables.",1.5116478625469686e+18,en,0.5427887439727783,We should subsidize fruits and vegetables
16392,<MENTION> Eat your fruits and vegetables 👀,1.5118280000477798e+18,en,0.5422796010971069,We should subsidize fruits and vegetables
22097,I WOULD ENJOY BEING ABLE TO CONSUME AT LEAST ONE ACTUAL FRUIT OR VEGETABLE THAT WOULD BE NICE,1.5118104241986028e+18,en,0.5420610904693604,We should subsidize fruits and vegetables
1173,"<MENTION> Or, we could stop subsidizing them. Even better, do both.",1.5096789829496013e+18,en,0.5412904024124146,We should subsidize fruits and vegetables
16577,okay FRUITS AND VEGETABLES THAT ANNOY ME TO PREPARE,1.5116576781494108e+18,en,0.540924072265625,We should subsidize fruits and vegetables
16338,Eat fruits and vegetables #HealthandFitness,1.5118880709745787e+18,en,0.5402312278747559,We should subsidize fruits and vegetables
16707,<MENTION> <MENTION> If you need any advice on growing vegetables and fruits. Let me know. Avid gardener for 35 years. We r potato farmer's and such...,1.5114964455845437e+18,en,0.539438009262085,We should subsidize fruits and vegetables
16874,<MENTION> Eat more fruits and leafy vegetables,1.5113411712972104e+18,en,0.7931698560714722,We should encourage more fruits and vegetable consumption
16524,<MENTION> A healthy spread of fruits and vegetables,1.5117075249065e+18,en,0.7670286893844604,We should encourage more fruits and vegetable consumption
16899,<MENTION> Buy fruits and vegetables,1.511308532326482e+18,en,0.7479493021965027,We should encourage more fruits and vegetable consumption
17390,<MENTION> <MENTION> <MENTION> better use home products ... natural vegetable n fruits are wnough for healthy life,1.5094195371117978e+18,en,0.7433587908744812,We should encourage more fruits and vegetable consumption
17002,<MENTION> More fruits and vegetables 🙂,1.5111709081820078e+18,en,0.7385813593864441,We should encourage more fruits and vegetable consumption
16484,need to start spending more time and money on luxury fruits and vegetables,1.5117385476943626e+18,en,0.7180101871490479,We should encourage more fruits and vegetable consumption
16949,<MENTION> Just eat some fruits n vegetables,1.5112459702557368e+18,en,0.7091007828712463,We should encourage more fruits and vegetable consumption
16939,<MENTION> I eat fruits and vegetables,1.5112585334377472e+18,en,0.7085533738136292,We should encourage more fruits and vegetable consumption
